YEAR,ACTIVE YEAR,CODE STATUS,TYPE OF VIOLENCE,SIDE A,SIDE B,STATE,LATITUDE,LONGITUDE,NO OF DEATHS FROM SIDE A,NO OF DEATHS FROM SIDE B,NO OF DEATHS OF CIVILIANS,NO OF UNKNOWN DEATHS,TOTAL DEATHS
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Gujarat,23.07041,72.65702,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,7,0,0,7
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.339199,74.320461,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.318773,74.836643,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.86391,75.28379,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33,75.16667,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.160507,74.449714,1,3,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.318773,74.836643,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,0,2,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.269819,75.50082,1,6,0,0,7
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.063361,74.751233,1,1,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.75,74.83333,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.494364,74.131355,0,5,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,3,1,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33,75.16667,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.472962,74.25471,1,3,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.824882,75.064323,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.17871,74.389797,0,0,5,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.61044,74.13883,0,7,0,0,7
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,0,5,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.218505,75.378971,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.159137,74.499328,0,3,2,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Delhi,28.613889,77.208889,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,6,0,0,6
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,3,1,3,0,7
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,6,0,0,6
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.275584,75.021236,11,0,2,0,13
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,1,4,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.039451,75.655765,0,6,0,0,6
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.55278,74.21111,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.919908,75.117832,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Maharashtra ,19.017587,72.856248,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,6,0,0,6
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,0,6,0,0,6
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,2,2,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,6,0,0,6
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.55278,74.21111,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33,75.16667,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,0,0,1,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.389636,75.14886,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,,32.565,74.676,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.592826,75.170722,0,0,1,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.61044,74.13883,0,0,0,0,0
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.41654,74.352306,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.389636,75.14886,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.61044,74.13883,0,0,0,0,0
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.708016,74.28017,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.60317,73.979198,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.275584,75.021236,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.047342,74.584903,1,0,0,1,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.57514,74.378749,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.592826,75.170722,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.919908,75.117832,0,0,6,0,6
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,0,13,0,0,13
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.896668,75.135654,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.12769,74.587356,0,0,3,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.421456,74.667213,3,2,1,0,6
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.413281,74.738399,2,0,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,0,0,7,7
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,2,3,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,0,1,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.424935,74.22443,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,6,11,0,0,17
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.919908,75.117832,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.972846,74.561107,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,0,0,1,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,0,1,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.340782,75.194335,0,5,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,1,5,0,0,6
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.494611,74.410497,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.780102,75.117092,3,0,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.675759,74.338245,0,0,1,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.457339,75.156471,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10625,74.38053,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.643929,74.336452,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.530302,74.172283,2,1,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.421456,74.667213,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,2,0,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.463608,74.197139,2,1,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,1,2,1,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.421456,74.667213,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,,32.565,74.676,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.924686,75.026443,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.318773,74.836643,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.31295,73.97967,0,60,0,0,60
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,1,3,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,0,0,2,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.211111,74.340833,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.860424,74.399016,0,6,0,0,6
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,15,0,0,15
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,0,2,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,1,2,1,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.421456,74.667213,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.972846,74.561107,0,2,1,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,2,0,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565321,74.698272,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.502852,74.293243,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.472366,74.698837,0,0,0,0,0
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,3,1,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,8,0,0,8
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,0,6,0,0,6
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.475845,74.273838,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.375092,74.307696,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,5,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,2,0,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,2,0,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,7,0,0,0,7
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.73109,74.201103,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,0,6,1,0,7
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,5,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89118,74.796802,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.796451,74.970054,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.275584,75.021236,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,0,0,2,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,5,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,3,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,3,7,0,0,10
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.972846,74.561107,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.67721,74.811306,12,2,0,0,14
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.523237,74.370067,1,2,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.610833,74.925833,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,0,0,2,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.642257,75.006919,0,0,0,1,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.937505,74.815979,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.69238,74.35925,2,0,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,2,9,0,0,11
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.434558,74.211445,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.679785,74.711235,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.880953,74.699188,8,3,0,0,11
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.392806,73.840566,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,1,3,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.573051,74.676628,0,5,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.391819,73.839226,0,5,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,2,0,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.47233,74.247207,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,3,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.475845,74.273838,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.61044,74.13883,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,4,0,0,4
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,4,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,4,1,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,2,0,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.964713,74.834255,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.389636,75.14886,0,2,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.389636,75.14886,1,2,0,0,3
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.079214,74.079845,4,1,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.148049,74.50988,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.318773,74.836643,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.336275,74.235023,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.315509,74.68729,2,0,0,0,2
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.69238,74.35925,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.523237,74.370067,1,4,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.421456,74.667213,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,1,0,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,0,1,0,0,1
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.318773,74.836643,0,5,0,0,5
2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,0,0,4,1,5
