,YEAR,ACTIVE YEAR,CODE STATUS,TYPE OF VIOLENCE,SIDE A,SIDE B,STATE,LATITUDE,LONGITUDE,NO OF DEATHS FROM SIDE A,NO OF DEATHS FROM SIDE B,NO OF DEATHS OF CIVILIANS,NO OF UNKNOWN DEATHS,TOTAL DEATHS,Region
224,2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565321,74.698272,0,0,1,0,1,Northern
225,2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.553403,75.110634,0,0,0,0,0,Northern
226,2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.774468,74.094086,2,0,1,0,3,Northern
227,2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,3,0,1,0,4,Northern
228,2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.776667,74.097076,0,0,1,0,1,Northern
229,2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1,Northern
230,2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.841097,74.462821,0,4,0,0,4,Northern
231,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,0,4,0,0,4,Northern
232,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,2,2,0,0,4,Northern
233,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,5,0,0,6,Northern
234,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,2,0,0,0,2,Northern
235,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.04028,74.06458,1,0,0,0,1,Northern
236,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.478715,74.764663,0,0,1,0,1,Northern
237,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1,Northern
238,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.573095,74.676664,0,0,1,0,1,Northern
239,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,0,7,7,Northern
240,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,1,0,1,Northern
241,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.841097,74.462821,1,0,3,0,4,Northern
242,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.25,74.25,0,0,3,0,3,Northern
243,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,0,0,1,0,1,Northern
244,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1,Northern
245,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.76921,74.101267,0,0,1,0,1,Northern
246,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.25,74.25,0,0,3,0,3,Northern
247,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.726847,74.127315,0,0,3,0,3,Northern
248,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.172363,76.182296,1,0,0,0,1,Northern
249,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,0,0,3,0,3,Northern
250,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565321,74.698272,1,0,0,0,1,Northern
251,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.880953,74.699188,0,0,1,0,1,Northern
252,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.774468,74.094086,0,0,1,0,1,Northern
253,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,0,0,0,Northern
254,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,0,0,3,0,3,Northern
255,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.478715,74.764663,0,0,1,0,1,Northern
256,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.502565,74.776135,0,0,2,0,2,Northern
257,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1,Northern
258,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.880953,74.699188,1,0,0,0,1,Northern
259,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,0,0,1,0,1,Northern
260,2002,1,Clear,1,Government of India,Government of Pakistan,Rajasthan,29.92769,73.895423,1,0,0,0,1,Northern
261,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,1,0,0,0,1,Northern
262,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,0,0,1,0,1,Northern
263,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.457339,75.156471,1,0,0,0,1,Northern
264,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.69238,74.35925,0,0,1,0,1,Northern
265,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.69238,74.35925,4,0,0,0,4,Northern
266,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,1,0,0,0,1,Northern
267,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.69238,74.35925,1,0,0,0,1,Northern
268,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.172363,76.182296,1,0,0,0,1,Northern
269,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,0,0,1,0,1,Northern
270,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,4,0,0,0,4,Northern
271,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565321,74.698272,1,0,0,0,1,Northern
272,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,0,0,1,0,1,Northern
273,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.719748,74.050646,1,0,0,0,1,Northern
274,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1,Northern
275,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,0,0,0,Northern
276,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1,Northern
277,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.372601,74.167293,1,0,0,0,1,Northern
278,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.391819,73.839226,0,0,0,0,0,Northern
279,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.666697,73.966538,0,0,1,0,1,Northern
280,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.831266,74.046931,0,0,2,0,2,Northern
281,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,0,0,0,0,0,Northern
282,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1,Northern
283,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.645253,74.075317,1,0,1,0,2,Northern
284,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1,Northern
285,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.845177,74.284996,0,0,2,0,2,Northern
286,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,5,0,0,0,5,Northern
287,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.776667,74.097076,4,0,0,0,4,Northern
288,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.391819,73.839226,0,0,4,0,4,Northern
289,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,0,0,1,0,1,Northern
290,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,0,0,1,0,1,Northern
291,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.04772,73.933357,0,0,1,0,1,Northern
292,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.357933,73.739723,0,0,1,0,1,Northern
293,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.079214,74.079845,0,0,1,0,1,Northern
294,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.119784,73.99168,0,0,1,0,1,Northern
295,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.357933,73.739723,0,0,4,0,4,Northern
296,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.595178,74.097586,1,0,0,0,1,Northern
297,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.414058,75.739524,0,0,1,0,1,Northern
298,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.645253,74.075317,0,0,1,0,1,Northern
299,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1,Northern
300,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,1,0,0,0,1,Northern
301,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.70528,73.92028,0,0,6,0,6,Northern
302,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,0,0,0,1,Northern
303,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,0,0,0,1,Northern
304,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.414058,75.739524,0,0,2,0,2,Northern
305,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,0,5,0,0,5,Northern
306,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,0,0,1,0,1,Northern
307,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,0,0,1,0,1,Northern
308,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,3,0,3,Northern
309,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.659722,74.779682,0,0,3,0,3,Northern
310,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,1,0,0,0,1,Northern
311,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1,Northern
312,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,0,0,0,1,Northern
313,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.079214,74.079845,1,0,1,0,2,Northern
314,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.357933,73.739723,1,0,0,0,1,Northern
315,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525932,76.13417,0,0,1,0,1,Northern
316,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,2,0,0,0,2,Northern
317,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,1,0,0,0,1,Northern
318,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
319,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1,Northern
320,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.841097,74.462821,1,0,0,0,1,Northern
321,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,35.174722,77.070833,0,0,4,0,4,Northern
322,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.079214,74.079845,0,0,1,0,1,Northern
323,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.56947,74.276508,0,0,2,0,2,Northern
324,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.656944,76.341667,0,0,2,0,2,Northern
325,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.172363,76.182296,0,0,2,0,2,Northern
326,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.845177,74.284996,1,0,0,0,1,Northern
327,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.636695,74.773751,0,0,2,0,2,Northern
328,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.98056,74.299549,0,0,1,0,1,Northern
329,2008,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,1,0,0,0,1,Northern
330,2008,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.372601,74.167293,0,0,0,0,0,Northern
331,2008,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.463608,74.197139,1,0,0,0,1,Northern
332,2008,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,0,0,0,Northern
333,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,0,0,0,1,Northern
334,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.60317,73.979198,0,1,0,0,1,Northern
335,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.69238,74.35925,0,0,2,0,2,Northern
336,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.738465,74.527477,1,0,1,0,2,Northern
337,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.741799,74.534137,1,0,0,0,1,Northern
338,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.595178,74.097586,1,0,0,0,1,Northern
339,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.70526,74.060559,1,0,0,0,1,Northern
340,2011,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.75,74.83333,1,0,0,0,1,Northern
341,2011,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,3,0,0,3,Northern
342,2012,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.787211,74.573455,0,1,0,0,1,Northern
343,2012,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.70526,74.060559,1,0,0,0,1,Northern
344,2012,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.75,74.83333,1,0,0,0,1,Northern
345,2012,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.880953,74.699188,0,0,0,1,1,Northern
346,2012,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.998979,74.055393,0,0,3,0,3,Northern
347,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,2,0,0,0,2,Northern
348,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.61044,74.13883,2,0,0,0,2,Northern
349,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,0,0,0,0,0,Northern
350,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1,Northern
351,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,0,1,0,0,1,Northern
352,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,0,0,0,1,Northern
353,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.853673,73.750729,0,1,0,0,1,Northern
354,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.483006,74.933418,1,0,0,0,1,Northern
355,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75278,74.03056,5,0,0,0,5,Northern
356,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,0,0,0,1,Northern
357,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.75,74.83333,1,0,0,0,1,Northern
358,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,0,0,0,Northern
359,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.47,74.9,1,1,0,0,2,Northern
360,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.57523,75.10929,0,1,0,0,1,Northern
361,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.44179,75.057907,0,1,0,0,1,Northern
362,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.57523,75.10929,0,1,0,0,1,Northern
363,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.520378,74.798998,0,4,0,0,4,Northern
364,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.502706,74.169471,1,0,0,0,1,Northern
365,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.148049,74.50988,1,0,0,0,1,Northern
366,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.478715,74.764663,1,0,0,0,1,Northern
367,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,0,0,0,Northern
368,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.47459,74.663551,0,0,2,0,2,Northern
369,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.60317,73.979198,0,0,0,0,0,Northern
370,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.478715,74.764663,0,0,1,0,1,Northern
371,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565321,74.698272,0,0,1,0,1,Northern
372,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.850901,74.319953,0,0,1,0,1,Northern
373,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.478715,74.764663,0,0,2,0,2,Northern
374,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.478715,74.764663,0,0,4,0,4,Northern
375,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.57523,75.10929,0,0,0,0,0,Northern
376,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.47,74.9,0,0,2,0,2,Northern
377,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.857816,73.760426,0,0,1,0,1,Northern
378,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.119784,73.99168,1,0,1,0,2,Northern
379,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.44179,75.057907,1,0,0,0,1,Northern
380,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.57523,75.10929,0,2,0,0,2,Northern
